"","period","site","dens","spp"
"25974",18,"5_22R",8.65,"purp"
"25975",19,"5_22R",7.15,"purp"
"25976",20,"5_22R",NA,"purp"
"25977",21,"5_22R",12.3,"purp"
"25978",22,"5_22R",6.85,"purp"
"25979",23,"5_22R",4.75,"purp"
"25980",24,"5_22R",5.6,"purp"
"25981",25,"5_22R",5.3,"purp"
"25982",26,"5_22R",5.2,"purp"
"25983",27,"5_22R",6.7,"purp"
"25984",28,"5_22R",8.55,"purp"
"25985",29,"5_22R",9.85,"purp"
"25986",30,"5_22R",13.95,"purp"
"25987",31,"5_22R",14.55,"purp"
"25988",32,"5_22R",16.55,"purp"
"25989",33,"5_22R",5.75,"purp"
"25990",34,"5_22R",6,"purp"
"25991",35,"5_22R",9.15,"purp"
"25992",36,"5_22R",10.05,"purp"
"25993",37,"5_22R",NA,"purp"
"25994",38,"5_22R",4.25,"purp"
"25995",39,"5_22R",10.75,"purp"
"25996",40,"5_22R",7.1,"purp"
"25997",41,"5_22R",9.5,"purp"
"25998",42,"5_22R",18.75,"purp"
"25999",43,"5_22R",11.75,"purp"
"26000",44,"5_22R",1.6,"purp"
"26001",45,"5_22R",14.95,"purp"
"26002",46,"5_22R",3.7,"purp"
"26003",47,"5_22R",4.85,"purp"
"26004",48,"5_22R",NA,"purp"
"26005",49,"5_22R",5,"purp"
"26006",50,"5_22R",4.5,"purp"
"26007",51,"5_22R",2.05,"purp"
"26008",52,"5_22R",2.35,"purp"
"26009",53,"5_22R",3.95,"purp"
"26010",54,"5_22R",NA,"purp"
"26011",55,"5_22R",4.95,"purp"
"26012",56,"5_22R",3.1,"purp"
"26013",57,"5_22R",8.3,"purp"
"26014",58,"5_22R",NA,"purp"
"26015",59,"5_22R",NA,"purp"
"26016",60,"5_22R",10.15,"purp"
"26017",61,"5_22R",17.55,"purp"
"26018",62,"5_22R",NA,"purp"
"26019",63,"5_22R",21.85,"purp"
"26020",1,"5_22R",0,"pyc"
"26021",2,"5_22R",0,"pyc"
"26022",3,"5_22R",0,"pyc"
"26023",4,"5_22R",0,"pyc"
"26024",5,"5_22R",0,"pyc"
"26025",6,"5_22R",0,"pyc"
"26026",7,"5_22R",0,"pyc"
"26027",8,"5_22R",0,"pyc"
"26028",9,"5_22R",0,"pyc"
"26029",10,"5_22R",0,"pyc"
"26030",11,"5_22R",0,"pyc"
"26031",12,"5_22R",0,"pyc"
"26032",13,"5_22R",0,"pyc"
"26033",14,"5_22R",0,"pyc"
"26034",15,"5_22R",0,"pyc"
"26035",16,"5_22R",0,"pyc"
"26036",17,"5_22R",0,"pyc"
"26037",18,"5_22R",0,"pyc"
"26038",19,"5_22R",0,"pyc"
"26039",20,"5_22R",NA,"pyc"
"26040",21,"5_22R",0,"pyc"
"26041",22,"5_22R",0,"pyc"
"26042",23,"5_22R",0,"pyc"
"26043",24,"5_22R",0,"pyc"
"26044",25,"5_22R",0,"pyc"
"26045",26,"5_22R",0.05,"pyc"
"26046",27,"5_22R",0.05,"pyc"
"26047",28,"5_22R",0.05,"pyc"
"26048",29,"5_22R",0,"pyc"
"26049",30,"5_22R",0,"pyc"
"26050",31,"5_22R",0,"pyc"
"26051",32,"5_22R",0.05,"pyc"
"26052",33,"5_22R",0,"pyc"
"26053",34,"5_22R",0.05,"pyc"
"26054",35,"5_22R",0,"pyc"
"26055",36,"5_22R",0,"pyc"
"26056",37,"5_22R",NA,"pyc"
"26057",38,"5_22R",0.05,"pyc"
"26058",39,"5_22R",0,"pyc"
"26059",40,"5_22R",0,"pyc"
"26060",41,"5_22R",0,"pyc"
"26061",42,"5_22R",0.05,"pyc"
"26062",43,"5_22R",0,"pyc"
"26063",44,"5_22R",0.1,"pyc"
"26064",45,"5_22R",0.1,"pyc"
"26065",46,"5_22R",0.1,"pyc"
"26066",47,"5_22R",0,"pyc"
"26067",48,"5_22R",NA,"pyc"
"26068",49,"5_22R",0.3,"pyc"
"26069",50,"5_22R",0.15,"pyc"
"26070",51,"5_22R",0.4,"pyc"
"26071",52,"5_22R",0.1,"pyc"
"26072",53,"5_22R",0.05,"pyc"
"26073",54,"5_22R",NA,"pyc"
"26074",55,"5_22R",0,"pyc"
"26075",56,"5_22R",0.35,"pyc"
"26076",57,"5_22R",0,"pyc"
"26077",58,"5_22R",NA,"pyc"
"26078",59,"5_22R",NA,"pyc"
"26079",60,"5_22R",0.05,"pyc"
"26080",61,"5_22R",0,"pyc"
"26081",62,"5_22R",NA,"pyc"
"26082",63,"5_22R",0,"pyc"
"26083",1,"5_22R",0.55,"red"
"26084",2,"5_22R",0.45,"red"
"26085",3,"5_22R",1.35,"red"
"26086",4,"5_22R",0.9,"red"
"26087",5,"5_22R",0.75,"red"
"26088",6,"5_22R",1.2,"red"
"26089",7,"5_22R",1.35,"red"
"26090",8,"5_22R",1.1,"red"
"26091",9,"5_22R",1.45,"red"
"26092",10,"5_22R",1.45,"red"
"26093",11,"5_22R",1.85,"red"
"26094",12,"5_22R",0.9,"red"
"26095",13,"5_22R",1.2,"red"
"26096",14,"5_22R",0.7,"red"
"26097",15,"5_22R",1.25,"red"
"26098",16,"5_22R",0.85,"red"
"26099",17,"5_22R",1.25,"red"
"26100",18,"5_22R",1.2,"red"
"26101",19,"5_22R",2,"red"
"26102",20,"5_22R",NA,"red"
"26103",21,"5_22R",1.5,"red"
"26104",22,"5_22R",0.8,"red"
"26105",23,"5_22R",3.35,"red"
"26106",24,"5_22R",1.6,"red"
"26107",25,"5_22R",1.1,"red"
"26108",26,"5_22R",1.05,"red"
"26109",27,"5_22R",1.5,"red"
"26110",28,"5_22R",1.25,"red"
"26111",29,"5_22R",2.4,"red"
"26112",30,"5_22R",1.9,"red"
"26113",31,"5_22R",1.5,"red"
"26114",32,"5_22R",0.3,"red"
"26115",33,"5_22R",1.65,"red"
"26116",34,"5_22R",0.7,"red"
"26117",35,"5_22R",2.2,"red"
"26118",36,"5_22R",0.45,"red"
"26119",37,"5_22R",NA,"red"
"26120",38,"5_22R",1.35,"red"
"26121",39,"5_22R",1.7,"red"
"26122",40,"5_22R",2.15,"red"
"26123",41,"5_22R",1.35,"red"
"26124",42,"5_22R",3.3,"red"
"26125",43,"5_22R",2.4,"red"
"26126",44,"5_22R",1.15,"red"
"26127",45,"5_22R",2.35,"red"
"26128",46,"5_22R",2.35,"red"
"26129",47,"5_22R",2.65,"red"
"26130",48,"5_22R",NA,"red"
"26131",49,"5_22R",2.1,"red"
"26132",50,"5_22R",2.1,"red"
"26133",51,"5_22R",2.4,"red"
"26134",52,"5_22R",1.9,"red"
"26135",53,"5_22R",1.5,"red"
"26136",54,"5_22R",NA,"red"
"26137",55,"5_22R",3.2,"red"
"26138",56,"5_22R",2.15,"red"
"26139",57,"5_22R",3.6,"red"
"26140",58,"5_22R",NA,"red"
"26141",59,"5_22R",NA,"red"
"26142",60,"5_22R",1.35,"red"
"26143",61,"5_22R",1.5,"red"
"26144",62,"5_22R",NA,"red"
"26145",63,"5_22R",0.7,"red"
"26146",1,"5_22R",0.05,"wavy"
"26147",2,"5_22R",0,"wavy"
"26148",3,"5_22R",0.1,"wavy"
"26149",4,"5_22R",0,"wavy"
"26150",5,"5_22R",0.1,"wavy"
"26151",6,"5_22R",0.1,"wavy"
"26152",7,"5_22R",0,"wavy"
"26153",8,"5_22R",0.1,"wavy"
"26154",9,"5_22R",0,"wavy"
"26155",10,"5_22R",0.05,"wavy"
"26156",11,"5_22R",0.05,"wavy"
"26157",12,"5_22R",0,"wavy"
"26158",13,"5_22R",0,"wavy"
"26159",14,"5_22R",0.05,"wavy"
"26160",15,"5_22R",0.1,"wavy"
"26161",16,"5_22R",0.15,"wavy"
"26162",17,"5_22R",0.25,"wavy"
"26163",18,"5_22R",0.1,"wavy"
"26164",19,"5_22R",0,"wavy"
"26165",20,"5_22R",NA,"wavy"
"26166",21,"5_22R",0.35,"wavy"
"26167",22,"5_22R",0.05,"wavy"
"26168",23,"5_22R",0.05,"wavy"
"26169",24,"5_22R",0.1,"wavy"
"26170",25,"5_22R",0,"wavy"
"26171",26,"5_22R",0,"wavy"
"26172",27,"5_22R",0,"wavy"
"26173",28,"5_22R",0,"wavy"
"26174",29,"5_22R",0.05,"wavy"
"26175",30,"5_22R",0.05,"wavy"
"26176",31,"5_22R",0.05,"wavy"
"26177",32,"5_22R",0.2,"wavy"
"26178",33,"5_22R",0,"wavy"
"26179",34,"5_22R",0,"wavy"
"26180",35,"5_22R",0.1,"wavy"
"26181",36,"5_22R",0,"wavy"
"26182",37,"5_22R",NA,"wavy"
"26183",38,"5_22R",0,"wavy"
"26184",39,"5_22R",0.2,"wavy"
"26185",40,"5_22R",0,"wavy"
"26186",41,"5_22R",0,"wavy"
"26187",42,"5_22R",0,"wavy"
"26188",43,"5_22R",0,"wavy"
"26189",44,"5_22R",0,"wavy"
"26190",45,"5_22R",0,"wavy"
"26191",46,"5_22R",0,"wavy"
"26192",47,"5_22R",0,"wavy"
"26193",48,"5_22R",NA,"wavy"
"26194",49,"5_22R",0,"wavy"
"26195",50,"5_22R",0,"wavy"
"26196",51,"5_22R",0,"wavy"
"26197",52,"5_22R",0,"wavy"
"26198",53,"5_22R",0,"wavy"
"26199",54,"5_22R",NA,"wavy"
"26200",55,"5_22R",0.05,"wavy"
"26201",56,"5_22R",0,"wavy"
"26202",57,"5_22R",0,"wavy"
"26203",58,"5_22R",NA,"wavy"
"26204",59,"5_22R",NA,"wavy"
"26205",60,"5_22R",0,"wavy"
"26206",61,"5_22R",0,"wavy"
"26207",62,"5_22R",NA,"wavy"
"26208",63,"5_22R",0,"wavy"
"26209",1,"5_22R",0,"ymac"
"26210",2,"5_22R",0.2,"ymac"
"26211",3,"5_22R",0.55,"ymac"
"26212",4,"5_22R",0.9,"ymac"
"26213",5,"5_22R",2.45,"ymac"
"26214",6,"5_22R",0.85,"ymac"
"26215",7,"5_22R",1.35,"ymac"
"26216",8,"5_22R",0.65,"ymac"
"26217",9,"5_22R",0,"ymac"
"26218",10,"5_22R",0,"ymac"
"26219",11,"5_22R",0,"ymac"
"26220",12,"5_22R",0.1,"ymac"
"26221",13,"5_22R",0.7,"ymac"
"26222",14,"5_22R",0.75,"ymac"
"26223",15,"5_22R",0,"ymac"
"26224",16,"5_22R",6.2,"ymac"
"26225",17,"5_22R",0,"ymac"
"26226",18,"5_22R",0.75,"ymac"
"26227",19,"5_22R",5.95,"ymac"
"26228",20,"5_22R",NA,"ymac"
"26229",21,"5_22R",0.05,"ymac"
"26230",22,"5_22R",0,"ymac"
"26231",23,"5_22R",0.05,"ymac"
"26232",24,"5_22R",0.05,"ymac"
"26233",25,"5_22R",1.3,"ymac"
"26234",26,"5_22R",0,"ymac"
"26235",27,"5_22R",0,"ymac"
"26236",28,"5_22R",0,"ymac"
"26237",29,"5_22R",0,"ymac"
"26238",30,"5_22R",0.05,"ymac"
"26239",31,"5_22R",3.65,"ymac"
"26240",32,"5_22R",0,"ymac"
"26241",33,"5_22R",0,"ymac"
"26242",34,"5_22R",0,"ymac"
"26243",35,"5_22R",0,"ymac"
"26244",36,"5_22R",0.35,"ymac"
"26245",37,"5_22R",NA,"ymac"
"26246",38,"5_22R",0,"ymac"
"26247",39,"5_22R",0,"ymac"
"26248",40,"5_22R",0,"ymac"
"26249",41,"5_22R",0,"ymac"
"26250",42,"5_22R",3.5,"ymac"
"26251",43,"5_22R",1.65,"ymac"
"26252",44,"5_22R",0,"ymac"
"26253",45,"5_22R",0,"ymac"
"26254",46,"5_22R",0,"ymac"
"26255",47,"5_22R",0,"ymac"
"26256",48,"5_22R",NA,"ymac"
"26257",49,"5_22R",1.75,"ymac"
"26258",50,"5_22R",0,"ymac"
"26259",51,"5_22R",0,"ymac"
"26260",52,"5_22R",0,"ymac"
"26261",53,"5_22R",13.95,"ymac"
"26262",54,"5_22R",NA,"ymac"
"26263",55,"5_22R",2.95,"ymac"
"26264",56,"5_22R",1.85,"ymac"
"26265",57,"5_22R",0.95,"ymac"
"26266",58,"5_22R",NA,"ymac"
"26267",59,"5_22R",NA,"ymac"
"26268",60,"5_22R",0.35,"ymac"
"26269",61,"5_22R",0.1,"ymac"
"26270",62,"5_22R",NA,"ymac"
"26271",63,"5_22R",0.2,"ymac"
"26272",1,"5_22R",0,"youn"
"26273",2,"5_22R",0.3,"youn"
"26274",3,"5_22R",0.2,"youn"
"26275",4,"5_22R",0,"youn"
"26276",5,"5_22R",0.05,"youn"
"26277",6,"5_22R",0,"youn"
"26278",7,"5_22R",0.7,"youn"
"26279",8,"5_22R",0.05,"youn"
"26280",9,"5_22R",0,"youn"
"26281",10,"5_22R",0,"youn"
"26282",11,"5_22R",0.1,"youn"
"26283",12,"5_22R",1.1,"youn"
"26284",13,"5_22R",0,"youn"
"26285",14,"5_22R",0,"youn"
"26286",15,"5_22R",0,"youn"
"26287",16,"5_22R",1.95,"youn"
"26288",17,"5_22R",0,"youn"
"26289",18,"5_22R",2.6,"youn"
"26290",19,"5_22R",2.15,"youn"
"26291",20,"5_22R",NA,"youn"
"26292",21,"5_22R",1.85,"youn"
"26293",22,"5_22R",0,"youn"
"26294",23,"5_22R",0,"youn"
"26295",24,"5_22R",0.1,"youn"
"26296",25,"5_22R",0,"youn"
"26297",26,"5_22R",0,"youn"
"26298",27,"5_22R",0,"youn"
"26299",28,"5_22R",0,"youn"
"26300",29,"5_22R",0,"youn"
"26301",30,"5_22R",0,"youn"
"26302",31,"5_22R",0,"youn"
"26303",32,"5_22R",0,"youn"
"26304",33,"5_22R",0,"youn"
"26305",34,"5_22R",0,"youn"
"26306",35,"5_22R",0,"youn"
"26307",36,"5_22R",4.7,"youn"
"26308",37,"5_22R",NA,"youn"
"26309",38,"5_22R",0,"youn"
"26310",39,"5_22R",0,"youn"
"26311",40,"5_22R",0,"youn"
"26312",41,"5_22R",0.1,"youn"
"26313",42,"5_22R",0.8,"youn"
"26314",43,"5_22R",0,"youn"
"26315",44,"5_22R",0,"youn"
"26316",45,"5_22R",0,"youn"
"26317",46,"5_22R",0,"youn"
"26318",47,"5_22R",0,"youn"
"26319",48,"5_22R",NA,"youn"
"26320",49,"5_22R",0.25,"youn"
"26321",50,"5_22R",0.15,"youn"
"26322",51,"5_22R",0,"youn"
"26323",52,"5_22R",0.5,"youn"
"26324",53,"5_22R",0.05,"youn"
"26325",54,"5_22R",NA,"youn"
"26326",55,"5_22R",0.1,"youn"
"26327",56,"5_22R",0,"youn"
"26328",57,"5_22R",0.2,"youn"
"26329",58,"5_22R",NA,"youn"
"26330",59,"5_22R",NA,"youn"
"26331",60,"5_22R",0.7,"youn"
"26332",61,"5_22R",0.05,"youn"
"26333",62,"5_22R",NA,"youn"
"26334",63,"5_22R",0.55,"youn"
"26335",1,"5_32L",0.1,"astro"
"26336",2,"5_32L",0.05,"astro"
"26337",3,"5_32L",0.55,"astro"
"26338",4,"5_32L",0,"astro"
"26339",5,"5_32L",0,"astro"
"26340",6,"5_32L",0.05,"astro"
"26341",7,"5_32L",0,"astro"
"26342",8,"5_32L",0,"astro"
"26343",9,"5_32L",0,"astro"
"26344",10,"5_32L",0,"astro"
"26345",11,"5_32L",0,"astro"
"26346",12,"5_32L",0,"astro"
"26347",13,"5_32L",0,"astro"
"26348",14,"5_32L",0,"astro"
"26349",15,"5_32L",0,"astro"
"26350",16,"5_32L",0,"astro"
"26351",17,"5_32L",0,"astro"
"26352",18,"5_32L",0,"astro"
"26353",19,"5_32L",0,"astro"
"26354",20,"5_32L",NA,"astro"
"26355",21,"5_32L",0,"astro"
"26356",22,"5_32L",0,"astro"
"26357",23,"5_32L",0,"astro"
"26358",24,"5_32L",0,"astro"
"26359",25,"5_32L",0,"astro"
"26360",26,"5_32L",0,"astro"
"26361",27,"5_32L",0,"astro"
"26362",28,"5_32L",0.1,"astro"
"26363",29,"5_32L",0,"astro"
"26364",30,"5_32L",0,"astro"
"26365",31,"5_32L",0,"astro"
"26366",32,"5_32L",0,"astro"
"26367",33,"5_32L",0,"astro"
"26368",34,"5_32L",0,"astro"
"26369",35,"5_32L",0,"astro"
"26370",36,"5_32L",0,"astro"
"26371",37,"5_32L",NA,"astro"
"26372",38,"5_32L",0,"astro"
"26373",39,"5_32L",0,"astro"
"26374",40,"5_32L",0,"astro"
"26375",41,"5_32L",0,"astro"
"26376",42,"5_32L",0.05,"astro"
"26377",43,"5_32L",0,"astro"
"26378",44,"5_32L",0,"astro"
"26379",45,"5_32L",0,"astro"
"26380",46,"5_32L",0,"astro"
"26381",47,"5_32L",0,"astro"
"26382",48,"5_32L",NA,"astro"
"26383",49,"5_32L",0,"astro"
"26384",50,"5_32L",0,"astro"
"26385",51,"5_32L",0,"astro"
"26386",52,"5_32L",0,"astro"
"26387",53,"5_32L",0,"astro"
"26388",54,"5_32L",NA,"astro"
"26389",55,"5_32L",0,"astro"
"26390",56,"5_32L",0.1,"astro"
"26391",57,"5_32L",0,"astro"
"26392",58,"5_32L",NA,"astro"
"26393",59,"5_32L",NA,"astro"
"26394",60,"5_32L",0,"astro"
"26395",61,"5_32L",0,"astro"
"26396",62,"5_32L",NA,"astro"
"26397",63,"5_32L",0,"astro"
"26398",1,"5_32L",0,"cys"
"26399",2,"5_32L",0,"cys"
"26400",3,"5_32L",0.05,"cys"
"26401",4,"5_32L",0,"cys"
"26402",5,"5_32L",0,"cys"
"26403",6,"5_32L",0,"cys"
"26404",7,"5_32L",0,"cys"
"26405",8,"5_32L",0.25,"cys"
"26406",9,"5_32L",0.05,"cys"
"26407",10,"5_32L",0,"cys"
"26408",11,"5_32L",0,"cys"
"26409",12,"5_32L",0.05,"cys"
"26410",13,"5_32L",0,"cys"
"26411",14,"5_32L",0.05,"cys"
"26412",15,"5_32L",0,"cys"
"26413",16,"5_32L",0.2,"cys"
"26414",17,"5_32L",0,"cys"
"26415",18,"5_32L",0.05,"cys"
"26416",19,"5_32L",0.3,"cys"
"26417",20,"5_32L",NA,"cys"
"26418",21,"5_32L",0.25,"cys"
"26419",22,"5_32L",0,"cys"
"26420",23,"5_32L",0,"cys"
"26421",24,"5_32L",0,"cys"
"26422",25,"5_32L",0,"cys"
"26423",26,"5_32L",0,"cys"
"26424",27,"5_32L",0,"cys"
"26425",28,"5_32L",0,"cys"
"26426",29,"5_32L",0,"cys"
"26427",30,"5_32L",0,"cys"
"26428",31,"5_32L",0.05,"cys"
"26429",32,"5_32L",0,"cys"
"26430",33,"5_32L",0,"cys"
"26431",34,"5_32L",0.15,"cys"
"26432",35,"5_32L",0.25,"cys"
"26433",36,"5_32L",0,"cys"
"26434",37,"5_32L",NA,"cys"
"26435",38,"5_32L",0,"cys"
"26436",39,"5_32L",0.05,"cys"
"26437",40,"5_32L",0,"cys"
"26438",41,"5_32L",0.15,"cys"
"26439",42,"5_32L",0,"cys"
"26440",43,"5_32L",0,"cys"
"26441",44,"5_32L",0.05,"cys"
"26442",45,"5_32L",0,"cys"
"26443",46,"5_32L",0,"cys"
"26444",47,"5_32L",0.05,"cys"
"26445",48,"5_32L",NA,"cys"
"26446",49,"5_32L",0.1,"cys"
"26447",50,"5_32L",0.05,"cys"
"26448",51,"5_32L",0,"cys"
"26449",52,"5_32L",0.05,"cys"
"26450",53,"5_32L",0,"cys"
"26451",54,"5_32L",NA,"cys"
"26452",55,"5_32L",0.1,"cys"
"26453",56,"5_32L",0,"cys"
"26454",57,"5_32L",0.45,"cys"
"26455",58,"5_32L",NA,"cys"
"26456",59,"5_32L",NA,"cys"
"26457",60,"5_32L",0,"cys"
"26458",61,"5_32L",0,"cys"
"26459",62,"5_32L",NA,"cys"
"26460",63,"5_32L",0.05,"cys"
"26461",1,"5_32L",0,"derm"
"26462",2,"5_32L",0,"derm"
"26463",3,"5_32L",0,"derm"
"26464",4,"5_32L",0,"derm"
"26465",5,"5_32L",0,"derm"
"26466",6,"5_32L",0,"derm"
"26467",7,"5_32L",0,"derm"
"26468",8,"5_32L",0,"derm"
"26469",9,"5_32L",0,"derm"
"26470",10,"5_32L",0,"derm"
"26471",11,"5_32L",0,"derm"
"26472",12,"5_32L",0,"derm"
"26473",13,"5_32L",0,"derm"
"26474",14,"5_32L",0,"derm"
"26475",15,"5_32L",0,"derm"
"26476",16,"5_32L",0.15,"derm"
"26477",17,"5_32L",0,"derm"
"26478",18,"5_32L",0,"derm"
"26479",19,"5_32L",0,"derm"
"26480",20,"5_32L",NA,"derm"
"26481",21,"5_32L",0,"derm"
"26482",22,"5_32L",0,"derm"
"26483",23,"5_32L",0,"derm"
"26484",24,"5_32L",0,"derm"
"26485",25,"5_32L",0,"derm"
"26486",26,"5_32L",0,"derm"
"26487",27,"5_32L",0,"derm"
"26488",28,"5_32L",0,"derm"
"26489",29,"5_32L",0,"derm"
"26490",30,"5_32L",0,"derm"
"26491",31,"5_32L",0,"derm"
"26492",32,"5_32L",0,"derm"
"26493",33,"5_32L",0,"derm"
"26494",34,"5_32L",0,"derm"
"26495",35,"5_32L",0,"derm"
"26496",36,"5_32L",0,"derm"
"26497",37,"5_32L",NA,"derm"
"26498",38,"5_32L",0,"derm"
"26499",39,"5_32L",0,"derm"
"26500",40,"5_32L",0,"derm"
"26501",41,"5_32L",0,"derm"
"26502",42,"5_32L",0,"derm"
"26503",43,"5_32L",0,"derm"
"26504",44,"5_32L",0,"derm"
"26505",45,"5_32L",0,"derm"
"26506",46,"5_32L",0,"derm"
"26507",47,"5_32L",0,"derm"
"26508",48,"5_32L",NA,"derm"
"26509",49,"5_32L",0,"derm"
"26510",50,"5_32L",0,"derm"
"26511",51,"5_32L",0,"derm"
"26512",52,"5_32L",0.1,"derm"
"26513",53,"5_32L",0,"derm"
"26514",54,"5_32L",NA,"derm"
"26515",55,"5_32L",0,"derm"
"26516",56,"5_32L",0.05,"derm"
"26517",57,"5_32L",0,"derm"
"26518",58,"5_32L",NA,"derm"
"26519",59,"5_32L",NA,"derm"
"26520",60,"5_32L",0,"derm"
"26521",61,"5_32L",0,"derm"
"26522",62,"5_32L",NA,"derm"
"26523",63,"5_32L",0,"derm"
"26524",1,"5_32L",0,"eis"
"26525",2,"5_32L",0,"eis"
"26526",3,"5_32L",0,"eis"
"26527",4,"5_32L",0,"eis"
"26528",5,"5_32L",0.05,"eis"
"26529",6,"5_32L",0,"eis"
"26530",7,"5_32L",0,"eis"
"26531",8,"5_32L",0.05,"eis"
"26532",9,"5_32L",0.05,"eis"
"26533",10,"5_32L",0,"eis"
"26534",11,"5_32L",0.05,"eis"
"26535",12,"5_32L",0.1,"eis"
"26536",13,"5_32L",0.05,"eis"
"26537",14,"5_32L",0.05,"eis"
"26538",15,"5_32L",0,"eis"
"26539",16,"5_32L",0.05,"eis"
"26540",17,"5_32L",0.05,"eis"
"26541",18,"5_32L",0.05,"eis"
"26542",19,"5_32L",0.05,"eis"
"26543",20,"5_32L",NA,"eis"
"26544",21,"5_32L",0.05,"eis"
"26545",22,"5_32L",0.05,"eis"
"26546",23,"5_32L",0,"eis"
"26547",24,"5_32L",0,"eis"
"26548",25,"5_32L",0,"eis"
"26549",26,"5_32L",0,"eis"
"26550",27,"5_32L",0,"eis"
"26551",28,"5_32L",0,"eis"
"26552",29,"5_32L",0,"eis"
"26553",30,"5_32L",0,"eis"
"26554",31,"5_32L",0,"eis"
"26555",32,"5_32L",0,"eis"
"26556",33,"5_32L",0,"eis"
"26557",34,"5_32L",0.05,"eis"
"26558",35,"5_32L",0,"eis"
"26559",36,"5_32L",0,"eis"
"26560",37,"5_32L",NA,"eis"
"26561",38,"5_32L",0,"eis"
"26562",39,"5_32L",0,"eis"
"26563",40,"5_32L",0,"eis"
"26564",41,"5_32L",0,"eis"
"26565",42,"5_32L",0,"eis"
"26566",43,"5_32L",0,"eis"
"26567",44,"5_32L",0,"eis"
"26568",45,"5_32L",0,"eis"
"26569",46,"5_32L",0.05,"eis"
"26570",47,"5_32L",0,"eis"
"26571",48,"5_32L",NA,"eis"
"26572",49,"5_32L",0,"eis"
"26573",50,"5_32L",0,"eis"
"26574",51,"5_32L",0,"eis"
"26575",52,"5_32L",0,"eis"
"26576",53,"5_32L",0,"eis"
"26577",54,"5_32L",NA,"eis"
"26578",55,"5_32L",0,"eis"
"26579",56,"5_32L",0.05,"eis"
"26580",57,"5_32L",0,"eis"
"26581",58,"5_32L",NA,"eis"
"26582",59,"5_32L",NA,"eis"
"26583",60,"5_32L",0.1,"eis"
"26584",61,"5_32L",0.4,"eis"
"26585",62,"5_32L",NA,"eis"
"26586",63,"5_32L",0.3,"eis"
"26587",1,"5_32L",0,"halc"
"26588",2,"5_32L",0.05,"halc"
"26589",3,"5_32L",0,"halc"
"26590",4,"5_32L",0.1,"halc"
"26591",5,"5_32L",0,"halc"
"26592",6,"5_32L",0,"halc"
"26593",7,"5_32L",0.1,"halc"
"26594",8,"5_32L",0,"halc"
"26595",9,"5_32L",0,"halc"
"26596",10,"5_32L",0,"halc"
"26597",11,"5_32L",0,"halc"
"26598",12,"5_32L",0,"halc"
"26599",13,"5_32L",0,"halc"
"26600",14,"5_32L",0,"halc"
"26601",15,"5_32L",0,"halc"
"26602",16,"5_32L",0.15,"halc"
"26603",17,"5_32L",0,"halc"
"26604",18,"5_32L",0.8,"halc"
"26605",19,"5_32L",0.05,"halc"
"26606",20,"5_32L",NA,"halc"
"26607",21,"5_32L",0,"halc"
"26608",22,"5_32L",0.05,"halc"
"26609",23,"5_32L",0.2,"halc"
"26610",24,"5_32L",0,"halc"
"26611",25,"5_32L",0.25,"halc"
"26612",26,"5_32L",0.05,"halc"
"26613",27,"5_32L",0.25,"halc"
"26614",28,"5_32L",0,"halc"
"26615",29,"5_32L",0,"halc"
"26616",30,"5_32L",0,"halc"
"26617",31,"5_32L",0,"halc"
"26618",32,"5_32L",0,"halc"
"26619",33,"5_32L",0,"halc"
"26620",34,"5_32L",0,"halc"
"26621",35,"5_32L",0,"halc"
"26622",36,"5_32L",0,"halc"
"26623",37,"5_32L",NA,"halc"
"26624",38,"5_32L",0,"halc"
"26625",39,"5_32L",0,"halc"
"26626",40,"5_32L",0,"halc"
"26627",41,"5_32L",0,"halc"
"26628",42,"5_32L",0,"halc"
"26629",43,"5_32L",0,"halc"
"26630",44,"5_32L",0,"halc"
"26631",45,"5_32L",0,"halc"
"26632",46,"5_32L",0,"halc"
"26633",47,"5_32L",0,"halc"
"26634",48,"5_32L",NA,"halc"
"26635",49,"5_32L",0,"halc"
"26636",50,"5_32L",0,"halc"
"26637",51,"5_32L",0,"halc"
"26638",52,"5_32L",0,"halc"
"26639",53,"5_32L",0,"halc"
"26640",54,"5_32L",NA,"halc"
"26641",55,"5_32L",0,"halc"
"26642",56,"5_32L",0,"halc"
"26643",57,"5_32L",0,"halc"
"26644",58,"5_32L",NA,"halc"
"26645",59,"5_32L",NA,"halc"
"26646",60,"5_32L",0,"halc"
"26647",61,"5_32L",0,"halc"
"26648",62,"5_32L",NA,"halc"
"26649",63,"5_32L",0,"halc"
"26650",1,"5_32L",0.75,"halr"
"26651",2,"5_32L",0.8,"halr"
"26652",3,"5_32L",0.8,"halr"
"26653",4,"5_32L",0.5,"halr"
"26654",5,"5_32L",0.6,"halr"
"26655",6,"5_32L",0.3,"halr"
"26656",7,"5_32L",0.1,"halr"
"26657",8,"5_32L",0,"halr"
"26658",9,"5_32L",0,"halr"
"26659",10,"5_32L",0.55,"halr"
"26660",11,"5_32L",0.75,"halr"
"26661",12,"5_32L",0.45,"halr"
"26662",13,"5_32L",0.65,"halr"
"26663",14,"5_32L",0.6,"halr"
"26664",15,"5_32L",0.25,"halr"
"26665",16,"5_32L",0.25,"halr"
"26666",17,"5_32L",0.35,"halr"
"26667",18,"5_32L",0,"halr"
"26668",19,"5_32L",0.65,"halr"
"26669",20,"5_32L",NA,"halr"
"26670",21,"5_32L",0.8,"halr"
